,state_query,action_result
8504,8504,"71, 310, 1086, 1782, 1799, 1812, 2032, 2066, 2595, 2627, 2655, 2656, 3651, 3652, 4224, 4495, 5253, 5254, 5419, 8339, 9635"
8505,8505,"1086, 1575, 2170, 2692, 3952, 5892, 6427, 6484, 6738, 7972, 8129, 8270, 8277"
8506,8506,"1086, 1385, 2066, 2163, 2170, 2371, 2428, 2442, 2692, 4826, 5385, 5429, 5828, 6484, 6858, 10908, 10913, 11125"
8507,8507,"9500, 9618"
8508,8508,"311, 553, 670, 723, 1268, 2170, 2361, 2617, 2692, 4378, 4807, 5360, 5426, 5429, 5892, 7974, 8277, 8515, 9318, 10421, 10654, 10727, 10913"
8509,8509,"71, 992, 1098, 1474, 1738, 4080, 5253, 5254, 5393, 5809, 5918, 6484, 7386, 9500, 9875, 9926, 10421, 10717"
8510,8510,"1474, 1547, 1573, 2120, 4080, 6507, 7275, 7306, 7778, 8131, 8276, 9500, 9618, 9875, 9886, 10421, 11352"
8511,8511,"72, 606, 1086, 1098, 1472, 1934, 1939, 2066, 2472, 2503, 3455, 7776, 8657, 9623, 9624, 10717, 10741, 10944"
8512,8512,"1667, 2064, 3952, 4826, 5140, 5141, 7623, 7624, 7864, 7874"
8513,8513,"8325, 8543"
8514,8514,5628
8515,8515,"71, 310, 992, 1432, 1474, 1771, 1794, 2571, 4080, 4402, 4517, 7313, 8503, 9722, 10605, 11258, 11276"
8516,8516,"2066, 2152, 2966, 3088, 5994, 6313, 8503, 8943, 9396, 9643, 10928, 11364"
8517,8517,"1812, 5865, 5866, 8309"
8518,8518,"311, 670, 753, 785, 1812, 2163, 4080, 4140, 4141, 4807, 5393, 6360, 6839, 7058, 7776, 7974, 8515, 8518, 9124, 10238, 10654, 10687"
8519,8519,"527, 542, 763, 783, 1062, 1086, 1098, 1575, 1812, 2032, 2148, 2151, 2170, 2214, 2249, 2399, 2692, 2884, 2885, 3455, 3462, 3463, 3590, 4080, 4224, 4299, 4495, 4715, 4980, 5393, 5514, 5515, 5707, 5831, 6020, 6404, 6484, 6620, 6621, 6735, 6736, 7306, 7313, 7784, 8131, 8215, 8270, 8503, 9127, 9150, 9500, 9568, 9630, 9725, 9726, 9751, 9837, 10421, 10579, 10654, 10805, 11478"
8520,8520,"542, 1351, 1738, 1869, 1882, 1896, 1934, 3493, 3494, 4711, 4987, 5393, 6288, 7797, 8132, 8318, 8518, 9194, 9488, 9489, 9724, 10272, 10944, 11467"
8521,8521,8975
8522,8522,"1113, 1211, 1333, 3739, 3909, 3972, 7497, 7508, 8956, 9102, 9390, 10247, 11496"
8523,8523,"72, 331, 512, 531, 543, 641, 1062, 1104, 1105, 1771, 1782, 2066, 2214, 2344, 2529, 2599, 3977, 4224, 4299, 4517, 5336, 6735, 6736, 7306, 8518, 8795, 9194, 9495, 9623, 9624, 9635, 10292, 10579, 10717, 10901, 11478"
8524,8524,"604, 9470"
8525,8525,"7144, 7999"
8526,8526,"1211, 7714, 8414, 9958, 11458, 11481"
8527,8527,"1939, 3330, 3550, 3551, 3590, 7797, 8518, 9615, 9909"
8528,8528,"527, 1145, 1575, 2338, 2428, 4435, 4729, 5429, 5582, 5785, 5828, 6369, 6621, 6744, 6745, 7621, 7784, 7980, 8129, 8411, 9725, 9726, 9837, 9852"
8529,8529,"1866, 1939, 2424, 2692, 2816, 2966, 3916, 6662, 7116, 8261, 8277, 8414, 9073, 10944, 11171, 11440"
8530,8530,"763, 2834, 4098, 6337, 8550"
8531,8531,"385, 788, 1896, 2599, 3455, 3590, 4224, 5918, 7306, 8252, 9194, 9500, 10717"
8532,8532,"542, 766, 1086, 1098, 1113, 1145, 1896, 1939, 2344, 3455, 3590, 3916, 4826, 4838, 5707, 6472, 6620, 6780, 6990, 7302, 9194, 9500, 9554, 9618, 9852, 10421, 10643, 10654"
8533,8533,"507, 508, 526, 542, 1896, 2344, 3550, 3551, 3590, 3899, 4732, 8252, 9194, 9265, 10240"
8534,8534,"759, 1158, 8252, 8318, 8550"
8535,8535,"2848, 3583, 4224, 4987, 6024, 7610, 7889, 8318, 8541, 9194, 10087, 10579, 10600, 10605"
8536,8536,"2404, 3583, 4224, 8318, 8541, 8543, 9169, 10605"
8537,8537,"6192, 6193, 7709"
8538,8538,"3341, 3455, 8416, 9435, 9762, 9840, 10826, 11462"
8539,8539,"71, 72, 300, 788, 1086, 1138, 1145, 1474, 1490, 1575, 2032, 2151, 2214, 2241, 2338, 2349, 2428, 2692, 3455, 3583, 3590, 4224, 4517, 5577, 5746, 6484, 6858, 7558, 8131, 8411, 8624, 8852, 9024, 9433, 9482, 9500, 9505, 9725, 9726, 9837, 10654, 10944"
8540,8540,"2148, 3446, 3447, 3448, 4517, 5393, 10286, 10363"
8541,8541,"507, 508, 1676, 8543"
8542,8542,"5650, 9955"
8543,8543,"507, 508, 522, 763, 5354, 5746, 8201, 8624"
8544,8544,"8550, 10964"
8545,8545,"71, 72, 527, 542, 735, 753, 1035, 1086, 1575, 1608, 1697, 1737, 1771, 2214, 2229, 2342, 2344, 2571, 3181, 3455, 3590, 4080, 4224, 4980, 5253, 5254, 7776, 8090, 8318, 8517, 8692, 9073, 9482, 9502, 9734, 9915, 9998, 10082, 10238, 10579, 10605, 10639, 10717, 10802, 10944, 11478"
8546,8546,"3330, 3583, 5354, 8206, 8207, 8543, 10771, 11243"
8547,8547,"531, 1603, 2344, 2787, 8397, 9909"
8548,8548,"5360, 9219, 9346"
8549,8549,"71, 310, 783, 1290, 4080, 4338, 5393, 5410, 5425, 5487, 9500, 9502, 10023, 10805"
8550,8550,"511, 4248, 6337, 8252, 8550, 11402"
8551,8551,"3929, 8550, 9094"
8552,8552,"4517, 8550, 8975, 10363"
8553,8553,"507, 508, 511, 526, 531, 763, 1021, 1068, 1474, 1676, 1771, 1794, 2342, 2834, 3590, 3899, 3940, 4315, 4517, 5249, 5393, 5487, 5739, 6337, 7797, 8201, 8206, 8207, 8252, 8518, 8975, 9151, 9558, 9875, 9915, 10363, 10771, 10841"
8554,8554,"71, 763, 1474, 2151, 2710, 2792, 2793, 2834, 3590, 5232, 5380, 5393, 5487, 5746, 6313, 6337, 6803, 7302, 8684, 8708, 9500, 9568, 9926, 10240, 10363, 10421, 10771"
8555,8555,"1528, 3005, 3006"
8556,8556,"485, 753, 1086, 1575, 2151, 2344, 5356, 6020, 6946, 8684"
8557,8557,"71, 310, 519, 762, 763, 783, 1474, 1737, 1738, 2148, 2151, 2834, 4080, 4517, 5393, 5746, 6337, 7306, 8503, 8518, 8604, 9500, 9568, 10717"
8558,8558,"289, 385, 2181, 10708"
8559,8559,4402
8560,8560,"8598, 9734"
8561,8561,4402
8562,8562,"8598, 9734"
8563,8563,"8, 71, 72, 489, 606, 641, 1195, 1218, 1704, 1705, 1762, 1934, 2031, 2151, 2361, 2571, 2692, 2710, 2952, 4095, 4179, 4222, 5110, 5123, 5512, 5513, 5877, 6130, 6322, 6946, 6990, 7776, 8091, 8156, 8440, 8637, 8696, 9073, 9102, 9488, 9489, 9581, 9734, 9837, 9926, 9939, 10272, 10292, 10654, 10871, 10944, 11109, 11258, 11455"
8564,8564,9981
8565,8565,"2349, 11258"
8566,8566,5808
8567,8567,"2413, 2428, 2442, 2806, 4299, 4435, 5026, 5027, 5512, 5513, 5785, 6780, 6934, 8116, 9209"
8568,8568,"310, 1235, 1279, 3241, 4338, 4402, 4634, 6575, 8874, 9998, 10009, 10011, 10039"
8569,8569,"1133, 2900, 4715, 5030, 5324, 5429, 8129, 8414, 9276, 10160, 10332, 11142"
8570,8570,"1487, 1501, 6687, 6873, 7889, 8419"
8571,8571,"58, 65, 71, 72, 355, 365, 380, 783, 1043, 1474, 2066, 2151, 2170, 2292, 2715, 3185, 3455, 4080, 4640, 4641, 5432, 6341, 8565, 8604, 9221, 9343, 9505, 10292, 10421, 10871"
8572,8572,"1086, 2692, 5336, 5389, 7918, 7929, 8795, 11120"
8573,8573,8573
8574,8574,"50, 65, 419, 1241, 2747, 2748, 2879, 4405, 4640, 4641, 6589, 6605, 8566, 8573, 9256, 9276, 9306, 9307, 9325, 9343, 9505, 9844"
8575,8575,"117, 118, 119, 1186, 2361, 2606, 3092, 4402, 5865, 5866, 6575, 8446, 8577, 9816"
8576,8576,"527, 572, 860, 866, 1086, 1098, 1113, 1145, 1218, 1490, 1890, 1939, 2163, 2406, 2407, 3012, 3358, 3590, 3592, 4405, 4826, 4838, 5334, 5487, 5726, 6250, 6341, 6369, 6484, 6851, 6990, 7302, 7522, 7558, 7915, 7916, 7972, 8784, 9944, 10233, 10654, 10690, 11328, 11478"
8577,8577,"50, 71, 72, 89, 1474, 1631, 1737, 1838, 2879, 2900, 4080, 4640, 4641, 5208, 6763, 8156, 8795, 9343, 9482, 9505, 10061, 10316, 11271"
8578,8578,"17, 777, 2794, 2795, 4402, 4405, 4413, 6605, 8566, 9979, 9998, 10061"
8579,8579,"4338, 4402"
8580,8580,"1738, 1921, 2535, 5487, 5918, 6393, 8580, 9558"
8581,8581,"1241, 2908, 9340, 9935, 9936, 10681"
8582,8582,"419, 2794, 2795, 3297, 4402, 4413, 5208, 5487, 5817, 7016, 7365, 7377, 7378, 8582, 9935, 9936, 11215, 11219, 11255"
8583,8583,"89, 310, 444, 1738, 1771, 1896, 2395, 2404, 2595, 3446, 3447, 3448, 3583, 4080, 4102, 4224, 4338, 4402, 5253, 5254, 5487, 7306, 8318, 8559, 8560, 9505, 9558, 9630, 10009, 10605"
8584,8584,"50, 2122, 2123, 4402, 4405, 6605, 7028, 7621, 8566, 9256, 9734, 11258, 11271"
8585,8585,"10, 51, 1068, 9325"
8586,8586,"89, 2877, 2888, 2906, 4411, 4413, 4414, 4425, 4428, 4442, 4443, 4640, 4641, 8569, 10009, 10061"
8587,8587,"7843, 9256"
8588,8588,"4224, 8503, 11478"
8589,8589,"1166, 2900, 3386, 3960, 3961, 5290, 6345, 6749, 9343, 9690"
8590,8590,"1530, 2151, 2568, 2569, 4066, 4080, 6399, 6432, 6927, 9751"
8591,8591,"31, 58, 71, 1145, 1166, 1195, 1202, 1533, 1575, 1576, 1737, 2066, 2151, 2349, 2428, 2452, 2692, 2715, 3064, 3978, 4080, 4315, 4435, 4946, 4980, 5253, 5254, 5324, 5336, 5499, 6382, 6763, 6778, 6934, 7002, 7291, 7790, 7843, 8156, 8440, 8565, 8566, 8795, 8862, 9073, 9256, 9388, 9852, 10316, 10426, 11258, 11271, 11347"
8592,8592,"1235, 1278, 1279, 2850, 2908, 6605, 9998, 10061"
8593,8593,8593
8594,8594,1283
8595,8595,"1794, 1812, 2595, 4503, 4517, 5235, 5354, 7306, 9169"
8596,8596,"71, 318, 385, 730, 763, 783, 1086, 1151, 1812, 2151, 2241, 2349, 2595, 2599, 3339, 3729, 4080, 4102, 4449, 4495, 5100, 5156, 5166, 5235, 5253, 5254, 5432, 5487, 6315, 6621, 7306, 8131, 8503, 9138, 9482, 9500, 9505, 9558, 9568, 9630, 9719, 9837, 10316, 10522"
8597,8597,"65, 607, 877, 878, 1939, 2424, 2528, 2966, 3264, 5336, 5969, 8831, 9568, 9618, 10181"
8598,8598,"71, 1812, 4517, 6337, 8598, 10238"
8599,8599,"71, 961, 1474, 1575, 1812, 3590, 5235, 5577, 6337, 8503, 8612, 9739, 9926, 10238"
8600,8600,"310, 606, 1175, 2966, 4224, 7776, 8408, 8518, 9742, 10238, 10605"
8601,8601,"71, 72, 318, 877, 878, 963, 1086, 1575, 1782, 2066, 2151, 2170, 2308, 2309, 2310, 2318, 2399, 2557, 2599, 2715, 2900, 3012, 3455, 4080, 4299, 4980, 5156, 5235, 5253, 5254, 5418, 5419, 5432, 5641, 6484, 7306, 7642, 8503, 8609, 8613, 8783, 8841, 9065, 9568, 9635, 9719, 9739, 9751, 9837, 9926, 10944"
8602,8602,"3590, 5707, 6620, 6735, 6736, 8446, 9500, 10805"
8603,8603,"71, 72, 89, 512, 542, 606, 783, 1086, 1121, 1428, 1474, 1575, 1812, 2151, 2428, 2599, 2884, 2885, 3455, 4080, 4224, 4299, 5393, 5419, 5746, 6341, 6735, 6736, 6788, 7306, 7784, 8503, 8604, 8795, 9033, 9500, 9505, 10654, 10944"
8604,8604,"300, 1385, 2352, 2545, 2546, 5385, 6275, 6276, 7772, 8411"
8605,8605,"941, 2160, 6744, 6745, 6778, 7316, 7680, 7706, 8457, 9405, 10379"
8606,8606,"3583, 3590, 3899, 4468, 4671, 5354, 6778, 7900, 7909, 8618, 8816, 9256, 9302, 9424, 9433, 9898"
8607,8607,"1412, 2179, 2436, 2446, 2447, 3264, 4828, 5333, 5429, 5750, 5828, 6194, 6195, 6472, 6780, 8277, 10181, 10907"
8608,8608,"71, 310, 1812, 2284, 8598, 9772"
8609,8609,8609
8610,8610,"5352, 10141"
8611,8611,"8557, 11169, 11187"
8612,8612,"4377, 4517, 5235, 5346, 6818, 8598, 8867"
8613,8613,"71, 318, 1474, 1561, 1794, 1812, 2599, 4517, 5166, 5235, 5311, 5312, 7306, 8503, 9500"
8614,8614,"5346, 8397, 9898, 10850"
8615,8615,"2535, 3549, 3580, 3591, 5865, 5866, 8325, 8329, 8461, 8472, 8543, 8625, 9542, 10114, 10730, 11232, 11243"
8616,8616,"3549, 3583, 7928, 8461, 8618, 11243"
8617,8617,71
8618,8618,"3549, 3580, 3583, 3590, 3899, 7900, 7928, 8618, 9898, 10600, 11243"
8619,8619,"5865, 5866, 6333, 8602"
8620,8620,"5865, 5866, 6333, 8602"
8621,8621,"4517, 5235, 6313, 7591, 8868, 9635"
8622,8622,"1490, 1516, 2012, 3003, 3004, 3029, 4039, 4828, 5139, 5641, 7668, 7848, 8030, 8783, 9221, 9329, 9613, 10190, 10888, 11364, 11442"
8623,8623,"5419, 8795, 9568"
8624,8624,"7587, 8447, 10241"
8625,8625,"71, 961, 997, 1771, 1794, 1812, 2349, 2599, 2764, 3583, 3590, 3899, 4517, 5346, 5354, 5577, 6337, 7776, 10600, 11118, 11352"
8626,8626,"212, 723, 1575, 2066, 2151, 3191, 5828, 6484, 7855, 8030, 8411, 9734, 9837, 9888, 9926"
8627,8627,"1990, 2404, 10605"
8628,8628,"385, 511, 783, 3446, 3447, 3448, 4517, 5393, 6313, 7278, 7306, 10246, 10252"
8629,8629,"1990, 2404, 10605"
8630,8630,"385, 511, 783, 3446, 3447, 3448, 4517, 5393, 6313, 7278, 7306, 10246, 10252"
8631,8631,"343, 1351, 1738, 1771, 3289, 7365, 7752, 8206, 8207, 8252, 8631, 8632, 9195, 10544, 10730"
8632,8632,"2559, 3289, 8632"
8633,8633,"5098, 8201, 8240, 8252, 8633, 8649, 8653, 8673"
8634,8634,"292, 313, 600, 601, 1521, 1740, 3446, 3447, 3448, 8318, 8632, 9195, 9935, 9936, 10281"
8635,8635,"3914, 6313, 9138"
8636,8636,"3914, 6313, 9138"
8637,8637,"385, 1158, 1676, 3446, 3447, 3448, 4512, 4513, 4517, 5035, 5036, 5918, 8252, 8318, 9505, 10281, 10605, 11402"
8638,8638,8673
8639,8639,"8670, 11508"
8640,8640,"511, 1794, 2143, 3446, 3447, 3448, 3485, 3590, 5037, 5038, 5393, 5487, 6313, 6321, 6337, 7306, 8252, 8975, 9127, 9150, 9630, 10771"
8641,8641,"71, 1474, 1666, 2151, 2214, 2349, 2741, 3462, 3463, 4202, 5100, 5249, 5577, 5828, 5874, 6337, 8201, 9073, 9463, 9505, 9748, 9939, 10717, 10771, 11135"
8642,8642,"511, 1158, 1216, 1771, 1794, 4224, 8559, 8560, 9505, 10717, 10718, 10746, 10771, 11248"
8643,8643,"71, 8318, 9935, 9936, 10429, 10771"
8644,8644,"273, 1212, 1246, 1385, 2371, 2888, 3199, 3200, 3455, 5432, 5746, 6194, 6195, 6472, 6875, 7508, 7923, 8030, 8131, 8681, 9163, 9369, 9396, 9500, 9610, 9618, 10908, 10913, 11062, 11135"
8645,8645,"71, 8318, 9935, 9936, 10429, 10771"
8646,8646,"273, 1212, 1246, 1385, 2371, 2888, 3199, 3200, 3455, 5432, 5746, 6194, 6195, 6472, 6875, 7508, 7923, 8030, 8131, 8681, 9163, 9369, 9396, 9500, 9610, 9618, 10908, 10913, 11062, 11135"
8647,8647,"71, 3244, 3455, 4151, 5208, 6113, 7377, 7378, 7516, 7517, 8632, 8647, 9388, 9502, 9505, 9746, 9748, 10717"
8648,8648,"489, 1313, 1314, 7710, 7798, 8201, 8252, 8632, 8647, 9746, 9748, 10240, 10429"
8649,8649,"290, 5098, 5116, 8632, 8633, 8649"
8650,8650,"31, 2743, 4111, 5809, 7843, 9343, 9550, 9875"
8651,8651,"385, 4098, 7365, 9195"
8652,8652,"5098, 8252, 8632, 8647, 10718, 11031"
8653,8653,"86, 3466, 4537, 6954, 9706, 10143, 10646, 11004, 11280"
8654,8654,"403, 1329, 1330, 3262, 5244, 5245, 5260, 8650, 9113"
8655,8655,"2168, 2361, 4028, 6448"
8656,8656,"7043, 9468"
8657,8657,"1202, 1246, 2342, 6337, 7718, 7776, 8657, 8692, 9471, 9724, 9728, 10320, 10717"
8658,8658,"1158, 2834, 6202, 7365, 8632, 10718"
8659,8659,3280
8660,8660,"235, 236, 237, 1244, 1290, 1376, 2545, 2546, 4640, 4641, 5123, 6752, 7369, 7470, 8692, 9073, 9276, 9748, 10320, 11046, 11271"
8661,8661,"71, 1145, 1202, 1573, 1726, 1737, 2151, 2342, 2349, 2599, 2715, 3455, 4315, 4946, 4980, 5123, 5253, 5254, 5324, 5577, 7365, 7710, 7776, 7790, 7843, 8692, 9256, 9388, 9482, 9505, 9728, 9748, 9926, 10771, 10791, 10944, 11258, 11271"
8662,8662,"385, 1158, 1375, 2181, 2404, 2562, 2563, 2564, 3241, 3446, 3447, 3448, 5044, 7365, 8635, 8975, 9195, 9483, 10311, 10605, 11402"
8663,8663,"1758, 1776, 1777, 1979, 2146, 2491, 3453, 4034, 4035, 4378, 6262, 7714, 7980, 8414, 9167, 10907, 11111, 11458"
8664,8664,"71, 1155, 2151, 2545, 2546, 2937, 4080, 4232, 5110, 5211, 5338, 6382, 8215, 9124, 9138, 9256, 9734, 9780, 10421, 10429, 10717, 10727"
8665,8665,3778
8666,8666,"6126, 9584, 9585"
8667,8667,"71, 1215, 4080, 6130, 7010, 9145, 9505, 9998"
8668,8668,"3491, 3492, 3883, 3884, 8039, 8414, 10578, 10690"
8669,8669,"1676, 2404, 4224, 4468, 5810, 6873, 8325, 8543, 9169, 10605"
8670,8670,"71, 72, 256, 257, 258, 292, 378, 1027, 1098, 1668, 1738, 1740, 1893, 1939, 2151, 2410, 2692, 3455, 3957, 4224, 4980, 5123, 5918, 6684, 6858, 7077, 7377, 7378, 8795, 9488, 9489, 9623, 9624, 10272, 10421, 10605, 10717, 10718, 10903, 10944"
8671,8671,"71, 2032, 2151, 3455, 4980, 5253, 5254, 5393, 9926, 10421"
8672,8672,1782
8673,8673,"4711, 8632, 8669, 9621, 9622, 10717, 10718, 10746"
8674,8674,"519, 735, 763, 764, 1783, 2329, 2373, 4092, 4190, 5356, 5424, 5614, 6020, 6234, 8620, 9485"
8675,8675,"8647, 8649"
8676,8676,"1246, 1726, 1896, 2394, 3455, 3485, 4449, 5232, 7469, 7734, 9724, 10252"
8677,8677,"1516, 3455, 8030, 10944"
8678,8678,"1802, 5810, 5843, 10279, 10286"
8679,8679,"3330, 4239, 6146, 6147, 8684, 8685, 9256, 11258"
8680,8680,"992, 1422, 1771, 1794, 2790, 2791, 2813, 6740, 8982, 9432, 9550, 10286, 10306, 10506"
8681,8681,"114, 115, 116, 144, 2879, 8319, 10068"
8682,8682,"58, 101, 124, 743, 1516, 2007, 4444"
8683,8683,"71, 492, 600, 601, 783, 1246, 1631, 1740, 2562, 2563, 2564, 3305, 3306, 4151, 5043, 5393, 5797, 6113, 6337, 7365, 8318, 8632, 8980, 9488, 9489, 9505, 10252, 10429, 10717"
8684,8684,"5044, 10246, 10252, 11264, 11272"
8685,8685,"289, 5043, 5797, 9043, 9138"
8686,8686,"152, 5972, 6132"
8687,8687,"6095, 6099"
8688,8688,"792, 3312, 3566, 4180, 5398, 6126, 6756, 9256, 10483, 10654"
8689,8689,"3177, 3304, 6136, 6313, 6443, 7741, 8569, 8700, 9138, 9256, 10771, 11255, 11258, 11267"
8690,8690,"71, 385, 1098, 1279, 1737, 1738, 1934, 1935, 2143, 2214, 2406, 2407, 2443, 2692, 2741, 2792, 2793, 3330, 3446, 3447, 3448, 3549, 3550, 3551, 3583, 3590, 4151, 4338, 4644, 4980, 5035, 5036, 5393, 5487, 5746, 6059, 6113, 6313, 6754, 6763, 7239, 8461, 8503, 8571, 8624, 8980, 8986, 9081, 9138, 9152, 9256, 9482, 9500, 9657, 9743, 9875, 9907, 10421, 10637, 10654, 10727, 10771, 10772"
8691,8691,9256
8692,8692,9256
8693,8693,"58, 71, 961, 995, 1474, 2143, 2289, 4089, 4315, 5026, 5027, 7906, 8503, 8695, 8696, 8708, 9875, 10944"
8694,8694,"3624, 5044"
8695,8695,"1492, 1763, 1786, 1787, 2599, 2900, 2905, 3181, 3960, 3961, 5253, 5254, 9733"
8696,8696,"71, 289, 321, 469, 606, 650, 1474, 1510, 1737, 1738, 1858, 1934, 2032, 2143, 2148, 2571, 2584, 5142, 5143, 7591, 8503, 8684, 8852, 9482, 9488, 9489, 9500, 9618, 9633, 9926, 10332, 10421, 10944"
8697,8697,"3485, 3583, 3590, 5487, 9482"
8698,8698,"3485, 3583, 3590, 5487, 9482"
8699,8699,"10771, 11258"
8700,8700,"3312, 3485, 3572, 3590, 6136, 7365, 8198, 8740, 8741, 9152, 9256, 9689, 10771"
8701,8701,"3729, 7094, 8740, 8741, 9558, 9569, 10506, 10560, 10841"
8702,8702,"155, 330, 2900, 8636, 8680, 8692, 8702, 8740, 8741, 9256, 9700"
8703,8703,"311, 696, 2591, 2602, 3170, 3177, 5044, 5784, 8461, 9314, 10215, 10312, 11245"
8704,8704,"2443, 2623, 5651, 5865, 5866, 6313, 8446, 9136, 9138, 10477"
8705,8705,"992, 1020, 1771, 2363, 2792, 2793, 3590, 5354, 5730, 6735, 6736, 6740, 6803, 7119, 7127, 7386, 8393, 9252, 9320, 9433, 9482, 9630, 9915, 10130"
8706,8706,"3918, 11145"
8707,8707,"8, 58, 71, 212, 1437, 1474, 2170, 2692, 2715, 3131, 3132, 6484, 6934, 7508, 7726, 9343, 9926, 10272, 10386, 10654"
8708,8708,"89, 596, 606, 783, 994, 1020, 1492, 1738, 1771, 1798, 1985, 2032, 2344, 2359, 2363, 2404, 2599, 2656, 2787, 3178, 3455, 3899, 4224, 4517, 5354, 5393, 6803, 7278, 7306, 7918, 8503, 8795, 9252, 9320, 9500, 9568, 9621, 9622, 9630, 9635, 10901"
8709,8709,8461
8710,8710,"1676, 2404, 3899, 4224, 5749, 7306, 7928, 9630, 10792, 10841"
8711,8711,3624
8712,8712,"1676, 1750, 3899, 3918, 4492, 6748, 6754, 9427, 10792, 10841"
8713,8713,"3312, 3485, 3550, 3551, 3624, 5043, 5046, 10574, 10637, 11226, 11272"
8714,8714,"606, 670, 1086, 1492, 2032, 2338, 2344, 2345, 2349, 2442, 2472, 2498, 2551, 3412, 3413, 4980, 5030, 5253, 5254, 5324, 5419, 5429, 6020, 6662, 6780, 6794, 7225, 7823, 7848, 7910, 7918, 8030, 8090, 8414, 8432, 8688, 8762, 8783, 9205, 9209, 9568, 9610, 9623, 9624, 9837, 9926, 9945, 10630, 10901, 11125, 11478"
8715,8715,"3623, 3655, 5217, 5582, 6033, 6252"
8716,8716,"1145, 1492, 1533, 1896, 2349, 2376, 2395, 2599, 4780, 5253, 5254, 5324, 7790, 8503, 9081, 10130"
8717,8717,"684, 3109, 3310, 3311, 4360, 5032, 5749, 7208, 7212, 7370, 7890, 7900, 10147"
8718,8718,"1916, 8552"
8719,8719,"2385, 2404, 3549, 3583, 3590, 3899, 4732, 5354, 6649, 7928, 9256, 9320, 9915, 10841"
8720,8720,"1158, 1620, 2052"
8721,8721,"8201, 8252, 9246, 10240"
8722,8722,2673
8723,8723,"2043, 3522, 4575, 5337, 6674, 6675, 10964"
8724,8724,"2043, 3522, 4575, 5337, 6674, 6675, 10964"
8725,8725,"6059, 8980, 9584, 9585, 10240, 10654"
8726,8726,"2532, 2606, 3604, 7986, 8626, 10477"
8727,8727,"1098, 1113, 1575, 1765, 2118, 2170, 2952, 3583, 3590, 4622, 4980, 5707, 5733, 5809, 6398, 6484, 7302, 8215, 8270, 9568, 9915, 10248"
8728,8728,"1098, 1113, 1575, 1765, 2118, 2170, 2952, 3583, 3590, 4622, 4980, 5707, 5733, 5809, 6398, 6484, 7302, 8215, 8270, 9568, 9915, 10248"
8729,8729,8730
8730,8730,"81, 321, 961, 1027, 1086, 1145, 1737, 2274, 2349, 2452, 2561, 4768, 4946, 5211, 5336, 5432, 5577, 5956, 6194, 6195, 6875, 7508, 7776, 8030, 8480, 8692, 8744, 8841, 9369, 9388, 9482, 9488, 9489, 9690, 9867, 9868, 10316, 10332, 10643, 10654, 10944"
8731,8731,8731
8732,8732,"858, 2443, 2834, 4624, 5300, 8748, 9213, 9463, 10727"
8733,8733,"1212, 2041, 2384, 8745, 8748, 9388, 9699, 9719"
8734,8734,"1099, 1676, 2363, 2404, 2405, 3187, 5810, 9542, 9615, 9898, 10286, 10807, 11517"
8735,8735,"1099, 1676, 2363, 2404, 2405, 3187, 5810, 9542, 9615, 9898, 10286, 10807, 11517"
8736,8736,"289, 444, 1740, 2956, 5918, 7459, 8318, 9558"
8737,8737,"1620, 2834, 8748, 9605"
8738,8738,"1143, 1155, 1599, 1608, 1709, 1737, 1738, 1939, 2052, 2834, 5487, 6210, 6337, 7784, 8318, 9138, 9488, 9489, 9748, 9935, 9936, 10272, 10654, 10771"
8739,8739,"5759, 5760, 9228"
8740,8740,"1676, 2818, 2834, 8729, 10363"
8741,8741,"58, 71, 72, 783, 1062, 1086, 1474, 1738, 2066, 2292, 2692, 2710, 4080, 4980, 5336, 5393, 6341, 6484, 8503, 8708, 8740, 8741, 8795, 8841, 9222, 9500, 9568, 9618, 10130, 10332, 10421, 10654"
8742,8742,"1584, 6161, 7505, 9724, 10082, 10964"
8743,8743,"942, 1125, 1790, 2210, 5385, 5785, 6222, 8149, 8440, 9276, 11271, 11306"
8744,8744,"526, 804, 1145, 2342, 2349, 2715, 5433, 7718, 8480, 8692, 8744, 8745, 8748, 9256, 9343, 9388, 9690, 11271"
8745,8745,8749
8746,8746,6985
8747,8747,"31, 2170, 2692, 3978, 5290, 5828, 6398, 6934, 7790, 7843, 8708, 9073, 11258"
8748,8748,"866, 8744, 8745, 8749"
8749,8749,"8, 788, 858, 866, 1027, 1035, 1086, 1113, 1211, 1218, 1575, 1737, 2032, 2163, 2170, 2214, 2338, 2344, 2428, 2692, 3191, 3952, 4008, 4405, 4715, 4826, 5211, 5333, 5336, 5828, 5956, 6382, 6484, 6763, 6858, 7621, 7623, 7624, 7776, 7796, 8030, 8039, 8129, 8215, 8692, 8744, 9388, 9482, 9612, 9734, 10082, 10247, 10421, 10426, 10578, 10654, 10690, 10727, 10849, 10913, 11500"
8750,8750,"877, 878, 4008, 4768, 7233, 7776, 8744, 8745, 9626"
8751,8751,"861, 866, 1086, 1098, 1155, 1212, 1575, 1737, 1937, 2151, 2214, 2834, 3455, 3476, 3477, 4111, 5487, 5956, 7291, 7718, 8030, 8692, 8744, 8745, 8748, 8749, 8751, 9073, 9256, 9388, 9463, 9505, 9724, 9915, 10082, 10316, 10421, 10717, 10771, 10944"
8752,8752,"866, 1145, 2349, 2428, 5253, 5254, 5324, 7776"
8753,8753,"289, 1158, 1599, 1738, 1740, 2052, 4338, 5214, 5215, 7365, 9194, 9488, 9489, 10986, 11259"
8754,8754,6369
